method,id,project,package,class,isFeatureEnvy,isLongMethod,isLongParametersList,isSwitchStatement,github_url,github_raw_url
scheduleJobs(Scheduler),42817,quartz-1.8.3,org.quartz.xml,XMLSchedulingDataProcessor,1,1,0,0,https://github.com/JavaQualitasCorpus/quartz-1.8.3/blob/476ea64344819dc962c7ae18b1d9ad76454cefd7/quartz/src/main/java/org/quartz/xml/XMLSchedulingDataProcessor.java#L955-L1139,https://raw.githubusercontent.com/JavaQualitasCorpus/quartz-1.8.3/476ea64344819dc962c7ae18b1d9ad76454cefd7/quartz/src/main/java/org/quartz/xml/XMLSchedulingDataProcessor.java#L955-L1139
loadKeyManagers(QuickServerConfig),12549,quickserver-1.4.7,org.quickserver.security,SecureStoreManager,1,0,0,0,https://github.com/JavaQualitasCorpus/quickserver-1.4.7/blob/fe5f7cfd554c9b8b8da6ddd83df5cd93403d3740/src/main/org/quickserver/security/SecureStoreManager.java#L45-L128,https://raw.githubusercontent.com/JavaQualitasCorpus/quickserver-1.4.7/fe5f7cfd554c9b8b8da6ddd83df5cd93403d3740/src/main/org/quickserver/security/SecureStoreManager.java#L45-L128
"makeGraph(ClassGen,MethodGen)",3291,quilt-0.6-a-5,org.quilt.cl,GraphTransformer,1,1,0,0,https://github.com/JavaQualitasCorpus/quilt-0.6-a-5/blob/4afc47b10b9b6ed331c9530dd73c8ffdb2ba3b1d/src/java/org/quilt/cl/GraphTransformer.java#L125-L311,https://raw.githubusercontent.com/JavaQualitasCorpus/quilt-0.6-a-5/4afc47b10b9b6ed331c9530dd73c8ffdb2ba3b1d/src/java/org/quilt/cl/GraphTransformer.java#L125-L311
discoverEdge(Edge),3626,quilt-0.6-a-5,org.quilt.cover.stmt,GraphAction.LampLighter,1,1,0,0,https://github.com/JavaQualitasCorpus/quilt-0.6-a-5/blob/4afc47b10b9b6ed331c9530dd73c8ffdb2ba3b1d/src/java/org/quilt/cover/stmt/GraphAction.java#L71-L183,https://raw.githubusercontent.com/JavaQualitasCorpus/quilt-0.6-a-5/4afc47b10b9b6ed331c9530dd73c8ffdb2ba3b1d/src/java/org/quilt/cover/stmt/GraphAction.java#L71-L183
"sendMessage(Session,String,String[],String[],String[],String,String,String)",94591,roller-4.0.1,org.apache.roller.planet.util,MailUtil,0,1,0,0,https://github.com/JavaQualitasCorpus/roller-5.0.1/blob/08e7be2b36b148a2e293948e3664177953b83124/planet-business/src/main/java/org/apache/roller/planet/util/MailUtil.java#L40-L141,https://raw.githubusercontent.com/JavaQualitasCorpus/roller-5.0.1/08e7be2b36b148a2e293948e3664177953b83124/planet-business/src/main/java/org/apache/roller/planet/util/MailUtil.java#L40-L141
"buildMenu(ParsedMenu,String,User,Weblog)",96464,roller-4.0.1,org.apache.roller.weblogger.ui.core.util.menu,MenuHelper,1,1,0,0,https://github.com/JavaQualitasCorpus/roller-5.0.1/blob/08e7be2b36b148a2e293948e3664177953b83124/weblogger-web/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java#L97-L223,https://raw.githubusercontent.com/JavaQualitasCorpus/roller-5.0.1/08e7be2b36b148a2e293948e3664177953b83124/weblogger-web/src/main/java/org/apache/roller/weblogger/ui/core/util/menu/MenuHelper.java#L97-L223
save(),95454,roller-4.0.1,org.apache.roller.weblogger.ui.struts2.core,Profile,1,0,0,0,https://github.com/JavaQualitasCorpus/roller-5.0.1/blob/08e7be2b36b148a2e293948e3664177953b83124/weblogger-web/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Profile.java#L84-L144,https://raw.githubusercontent.com/JavaQualitasCorpus/roller-5.0.1/08e7be2b36b148a2e293948e3664177953b83124/weblogger-web/src/main/java/org/apache/roller/weblogger/ui/struts2/core/Profile.java#L84-L144
"sendEmailNotification(WeblogEntryComment,RollerMessages,I18nMessages,boolean)",95951,roller-4.0.1,org.apache.roller.weblogger.util,MailUtil,1,1,0,0,https://github.com/JavaQualitasCorpus/roller-5.0.1/blob/08e7be2b36b148a2e293948e3664177953b83124/weblogger-business/src/main/java/org/apache/roller/weblogger/util/MailUtil.java#L255-L491,https://raw.githubusercontent.com/JavaQualitasCorpus/roller-5.0.1/08e7be2b36b148a2e293948e3664177953b83124/weblogger-business/src/main/java/org/apache/roller/weblogger/util/MailUtil.java#L255-L491
"newPost(String,String,String,Hashtable,boolean)",95766,roller-4.0.1,org.apache.roller.weblogger.webservices.xmlrpc,MetaWeblogAPIHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/roller-5.0.1/blob/08e7be2b36b148a2e293948e3664177953b83124/weblogger-web/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java#L215-L309,https://raw.githubusercontent.com/JavaQualitasCorpus/roller-5.0.1/08e7be2b36b148a2e293948e3664177953b83124/weblogger-web/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java#L215-L309
"replaceCopiedColsByReferences(ColumnInfo[],boolean)",3939,squirrel_sql-3.1.2,net.sourceforge.squirrel_sql.plugins.graph,ConstraintData,1,0,0,0,https://github.com/JavaQualitasCorpus/squirrel_sql-3.1.2/blob/3689ad1542f8fc593bbe988f04dde69a3901a2ed/src/net/sourceforge/squirrel_sql/plugins/graph/ConstraintData.java#L170-L192,https://raw.githubusercontent.com/JavaQualitasCorpus/squirrel_sql-3.1.2/3689ad1542f8fc593bbe988f04dde69a3901a2ed/src/net/sourceforge/squirrel_sql/plugins/graph/ConstraintData.java#L170-L192
"buildTree(float,float,float,float,float,float,KDTree.BuildTask,int,IntArray,int,IntArray,KDTree.BuildStats)",19469,sunflow-0.07.2,org.sunflow.core.accel,KDTree,0,1,0,0,https://github.com/JavaQualitasCorpus/sunflow-0.07.2/blob/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/core/accel/KDTree.java#L428-L641,https://raw.githubusercontent.com/JavaQualitasCorpus/sunflow-0.07.2/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/core/accel/KDTree.java#L428-L641
"renderBucket(Display,int,int,int,IntersectionState)",20055,sunflow-0.07.2,org.sunflow.core.renderer,BucketRenderer,0,1,0,0,https://github.com/JavaQualitasCorpus/sunflow-0.07.2/blob/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/core/renderer/BucketRenderer.java#L197-L298,https://raw.githubusercontent.com/JavaQualitasCorpus/sunflow-0.07.2/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/core/renderer/BucketRenderer.java#L197-L298
"scatterPhoton(ShadingState,Color)",19306,sunflow-0.07.2,org.sunflow.core.shader,PhongShader,1,0,0,0,https://github.com/JavaQualitasCorpus/sunflow-0.07.2/blob/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/core/shader/PhongShader.java#L47-L84,https://raw.githubusercontent.com/JavaQualitasCorpus/sunflow-0.07.2/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/core/shader/PhongShader.java#L47-L84
"Bitmap(String,boolean)",19262,sunflow-0.07.2,org.sunflow.image,Bitmap,0,1,0,0,https://github.com/JavaQualitasCorpus/sunflow-0.07.2/blob/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/image/Bitmap.java#L21-L261,https://raw.githubusercontent.com/JavaQualitasCorpus/sunflow-0.07.2/c235802ade19f2442f12bfecc0fbb9ad2291ae2c/src/org/sunflow/image/Bitmap.java#L21-L261
"getObjectInstance(Object,Name,Context,Hashtable)",301060,tomcat-7.0.2,org.apache.naming.factory.webservices,ServiceRefFactory,1,1,0,0,https://github.com/JavaQualitasCorpus/tomcat-7.0.2/blob/e6ceac3af5698478a6b2b18bcef5d1930de3058b/java/org/apache/naming/factory/webservices/ServiceRefFactory.java#L83-L335,https://raw.githubusercontent.com/JavaQualitasCorpus/tomcat-7.0.2/e6ceac3af5698478a6b2b18bcef5d1930de3058b/java/org/apache/naming/factory/webservices/ServiceRefFactory.java#L83-L335
IteratorImpl(int),2225,trove-2.1.0,gnu.trove,TLinkedList.IteratorImpl,1,0,0,0,https://github.com/JavaQualitasCorpus/trove-2.1.0/blob/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/TLinkedList.java#L558-L579,https://raw.githubusercontent.com/JavaQualitasCorpus/trove-2.1.0/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/TLinkedList.java#L558-L579
main(String[]),1869,trove-2.1.0,gnu.trove.benchmark,MemoryUsage,0,0,0,1,https://github.com/JavaQualitasCorpus/trove-2.1.0/blob/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/benchmark/MemoryUsage.java#L72-L102,https://raw.githubusercontent.com/JavaQualitasCorpus/trove-2.1.0/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/benchmark/MemoryUsage.java#L72-L102
"generate(String, String, String, File, File)",3537,trove-2.1.0,gnu.trove.generate,Generate,0,0,1,0,https://github.com/JavaQualitasCorpus/trove-2.1.0/blob/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/generate/Generate.java#L106-L129,https://raw.githubusercontent.com/JavaQualitasCorpus/trove-2.1.0/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/generate/Generate.java#L106-L129
"generateP2P(String, String, String, File, File)",3538,trove-2.1.0,gnu.trove.generate,Generate,0,0,1,0,https://github.com/JavaQualitasCorpus/trove-2.1.0/blob/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/generate/Generate.java#L131-L170,https://raw.githubusercontent.com/JavaQualitasCorpus/trove-2.1.0/423dd317beadd8ad59247cc7db9c52d95b6384ec/src/gnu/trove/generate/Generate.java#L131-L170
createDefaultProfile(Agency),83630,wct-1.5.2,org.webcurator.core.profiles,ProfileManager,1,0,0,0,https://github.com/JavaQualitasCorpus/wct-1.5.2/blob/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/core/profiles/ProfileManager.java#L44-L60,https://raw.githubusercontent.com/JavaQualitasCorpus/wct-1.5.2/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/core/profiles/ProfileManager.java#L44-L60
"createBatchTargetInstances(AbstractTarget,Schedule,TargetGroup,boolean)",86193,wct-1.5.2,org.webcurator.core.targets,TargetManagerImpl,1,1,0,0,https://github.com/JavaQualitasCorpus/wct-1.5.2/blob/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/core/targets/TargetManagerImpl.java#L1184-L1314,https://raw.githubusercontent.com/JavaQualitasCorpus/wct-1.5.2/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/core/targets/TargetManagerImpl.java#L1184-L1314
"createTargetInstances(AbstractTarget,Schedule,boolean)",86194,wct-1.5.2,org.webcurator.core.targets,TargetManagerImpl,1,1,0,0,https://github.com/JavaQualitasCorpus/wct-1.5.2/blob/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/core/targets/TargetManagerImpl.java#L1316-L1461,https://raw.githubusercontent.com/JavaQualitasCorpus/wct-1.5.2/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/core/targets/TargetManagerImpl.java#L1316-L1461
"processFormSubmission(HttpServletRequest,HttpServletResponse,Object,BindException)",83567,wct-1.5.2,org.webcurator.ui.intray.controller,InTrayController,1,0,0,0,https://github.com/JavaQualitasCorpus/wct-1.5.2/blob/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/ui/intray/controller/InTrayController.java#L52-L98,https://raw.githubusercontent.com/JavaQualitasCorpus/wct-1.5.2/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/ui/intray/controller/InTrayController.java#L52-L98
"processOther(TabbedController,Tab,HttpServletRequest,HttpServletResponse,Object,BindException)",87960,wct-1.5.2,org.webcurator.ui.target.controller,TargetSchedulesHandler,1,1,0,0,https://github.com/JavaQualitasCorpus/wct-1.5.2/blob/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/ui/target/controller/TargetSchedulesHandler.java#L132-L273,https://raw.githubusercontent.com/JavaQualitasCorpus/wct-1.5.2/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/ui/target/controller/TargetSchedulesHandler.java#L132-L273
"handle(HttpServletRequest,HttpServletResponse,Object,BindException)",84867,wct-1.5.2,org.webcurator.ui.tools.controller,TreeToolController,1,1,0,0,https://github.com/JavaQualitasCorpus/wct-1.5.2/blob/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/ui/tools/controller/TreeToolController.java#L151-L513,https://raw.githubusercontent.com/JavaQualitasCorpus/wct-1.5.2/938a616dc04d837f088dd5dc2cca9d729373223d/WCTCore/src-app/org/webcurator/ui/tools/controller/TreeToolController.java#L151-L513
"handleURL(String,HTTPSession,HTTPRequestHeader)",422512,webmail-0.7.10,(default package),SendMessage,1,1,0,0,https://github.com/JavaQualitasCorpus/webmail-0.7.10/blob/ef64dd25d3ebe8e7473c70ff26e73ecf70a66dd2/src/net/wastl/webmail/plugins/SendMessage.java#L109-L447,https://raw.githubusercontent.com/JavaQualitasCorpus/webmail-0.7.10/ef64dd25d3ebe8e7473c70ff26e73ecf70a66dd2/src/net/wastl/webmail/plugins/SendMessage.java#L109-L447
"buildClassifier(Instances,int,int,boolean,int,int)",351812,weka-3.7.5,weka.classifiers.functions,SMO.BinarySMO,0,1,0,0,https://github.com/JavaQualitasCorpus/weka-3-6-9/blob/ae8b089566cd95db73138636aae6252c95cce9bb/weka-src/src/main/java/weka/classifiers/functions/SMO.java#L427-L630,https://raw.githubusercontent.com/JavaQualitasCorpus/weka-3-6-9/ae8b089566cd95db73138636aae6252c95cce9bb/weka-src/src/main/java/weka/classifiers/functions/SMO.java#L427-L630
"runBasicTest(CheckEstimator.AttrTypes,int,int,int,int,int,boolean,boolean,int,int,int,FastVector)",347652,weka-3.7.5,weka.estimators,CheckEstimator,0,1,0,0,https://github.com/JavaQualitasCorpus/weka-3-6-9/blob/ae8b089566cd95db73138636aae6252c95cce9bb/weka-src/src/main/java/weka/estimators/CheckEstimator.java#L1551-L1672,https://raw.githubusercontent.com/JavaQualitasCorpus/weka-3-6-9/ae8b089566cd95db73138636aae6252c95cce9bb/weka-src/src/main/java/weka/estimators/CheckEstimator.java#L1551-L1672
"outputToResultTree(Stylesheet, Object)",358,xalan-2.7.1,org.apache.xalan.extensions,XSLProcessorContext,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/extensions/XSLProcessorContext.java#L142-L307,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/extensions/XSLProcessorContext.java#L142-L307
"endElement(StylesheetHandler, String, String, String)",4537,xalan-2.7.1,org.apache.xalan.processor,ProcessorGlobalParamDecl,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/ProcessorGlobalParamDecl.java#L55-L76,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/ProcessorGlobalParamDecl.java#L55-L76
"XSLTAttributeDef(String, String, boolean, boolean, boolean, int, String, int, String, int, String, int, String, int)",292,xalan-2.7.1,org.apache.xalan.processor,XSLTAttributeDef,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTAttributeDef.java#L167-L202,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTAttributeDef.java#L167-L202
"XSLTElementDef(XSLTSchema, String, String, String, XSLTElementDef[], XSLTAttributeDef[], XSLTElementProcessor, Class)",293,xalan-2.7.1,org.apache.xalan.processor,XSLTElementDef,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTElementDef.java#L44-L70,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTElementDef.java#L44-L70
"XSLTElementDef(XSLTSchema, String, String, String, XSLTElementDef[], XSLTAttributeDef[], XSLTElementProcessor, Class, boolean, int, boolean)",298,xalan-2.7.1,org.apache.xalan.processor,XSLTElementDef,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTElementDef.java#L185-L209,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTElementDef.java#L185-L209
"build(String, String, String, XSLTElementDef[], XSLTAttributeDef[], XSLTElementProcessor, Class)",300,xalan-2.7.1,org.apache.xalan.processor,XSLTElementDef,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTElementDef.java#L252-L293,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/processor/XSLTElementDef.java#L252-L293
execute(TransformerImpl),261,xalan-2.7.1,org.apache.xalan.templates,ElemCallTemplate,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/templates/ElemCallTemplate.java#L183-L275,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/templates/ElemCallTemplate.java#L183-L275
resolvePrefixTables(),532,xalan-2.7.1,org.apache.xalan.templates,ElemTemplateElement,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/templates/ElemTemplateElement.java#L1018-L1122,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/templates/ElemTemplateElement.java#L1018-L1122
"NodeSortKey(TransformerImpl, XPath, boolean, boolean, String, boolean, PrefixResolver)",287,xalan-2.7.1,org.apache.xalan.transformer,NodeSortKey,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/transformer/NodeSortKey.java#L60-L128,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/transformer/NodeSortKey.java#L60-L128
"transform(Source, Result)",331,xalan-2.7.1,org.apache.xalan.transformer,TransformerIdentityImpl,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/transformer/TransformerIdentityImpl.java#L317-L525,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/transformer/TransformerIdentityImpl.java#L317-L525
"createSerializationHandler(Result, OutputProperties)",683,xalan-2.7.1,org.apache.xalan.transformer,TransformerImpl,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/transformer/TransformerImpl.java#L1065-L2418,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/transformer/TransformerImpl.java#L1065-L2418
"MatchGenerator(int, Type, Type[], String[], String, String, InstructionList, ConstantPoolGen)",284,xalan-2.7.1,org.apache.xalan.xsltc.compiler.util,MatchGenerator,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/compiler/util/MatchGenerator.java#L45-L54,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/compiler/util/MatchGenerator.java#L45-L54
widenConditionalBranchTargetOffsets(),305,xalan-2.7.1,org.apache.xalan.xsltc.compiler.util,MethodGenerator,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/compiler/util/MethodGenerator.java#L1918-L2146,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/compiler/util/MethodGenerator.java#L1918-L2146
"TestGenerator(int, Type, Type[], String[], String, String, InstructionList, ConstantPoolGen)",281,xalan-2.7.1,org.apache.xalan.xsltc.compiler.util,TestGenerator,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/compiler/util/TestGenerator.java#L51-L64,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/compiler/util/TestGenerator.java#L51-L64
"AdaptiveResultTreeImpl(XSLTCDTMManager, int, DTMWSFilter, int, boolean)",3911,xalan-2.7.1,org.apache.xalan.xsltc.dom,AdaptiveResultTreeImpl,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/AdaptiveResultTreeImpl.java#L101-L111,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/AdaptiveResultTreeImpl.java#L101-L111
"getShouldStripSpace(int, DTM)",616,xalan-2.7.1,org.apache.xalan.xsltc.dom,DOMWSFilter,0,0,0,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/DOMWSFilter.java#L67-L129,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/DOMWSFilter.java#L67-L129
"document(String, String, AbstractTranslet, DOM, boolean)",3876,xalan-2.7.1,org.apache.xalan.xsltc.dom,LoadDocument,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/LoadDocument.java#L155-L235,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/LoadDocument.java#L155-L235
"NodeSortRecordFactory(DOM, String, Translet, String[], String[], String[], String[])",272,xalan-2.7.1,org.apache.xalan.xsltc.dom,NodeSortRecordFactory,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/NodeSortRecordFactory.java#L64-L135,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/NodeSortRecordFactory.java#L64-L135
"SAXImpl(XSLTCDTMManager, Source, int, DTMWSFilter, XMLStringFactory, boolean, boolean)",276,xalan-2.7.1,org.apache.xalan.xsltc.dom,SAXImpl,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/SAXImpl.java#L707-L717,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/SAXImpl.java#L707-L717
"SortSettings(AbstractTranslet, int[], int[], Locale[], Collator[], String[])",3927,xalan-2.7.1,org.apache.xalan.xsltc.dom,SortSettings,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/SortSettings.java#L67-L90,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/SortSettings.java#L67-L90
"getDTM(Source,boolean,DTMWSFilter,boolean,boolean,boolean,int,boolean,boolean)",230729,xalan-2.7.1,org.apache.xalan.xsltc.dom,XSLTCDTMManager,1,1,0,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/XSLTCDTMManager.java#L235-L415,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/dom/XSLTCDTMManager.java#L235-L415
"PIParamWrapper(String, String, String)",3670,xalan-2.7.1,org.apache.xalan.xsltc.trax,TransformerFactoryImpl.PIParamWrapper,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/trax/TransformerFactoryImpl.java#L150-L154,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xalan/xsltc/trax/TransformerFactoryImpl.java#L150-L154
"createObject(String, String, String)",4618,xalan-2.7.1,org.apache.xml.dtm,ObjectFactory,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ObjectFactory.java#L106-L151,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ObjectFactory.java#L106-L151
"lookUpFactoryClassName(String, String, String)",4620,xalan-2.7.1,org.apache.xml.dtm,ObjectFactory,0,0,1,1,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ObjectFactory.java#L235-L376,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ObjectFactory.java#L235-L376
"DTMDefaultBaseTraversers(DTMManager, Source, int, DTMWSFilter, XMLStringFactory, boolean, int, boolean, boolean)",269,xalan-2.7.1,org.apache.xml.dtm.ref,DTMDefaultBaseTraversers,0,0,1,0,https://github.com/JavaQualitasCorpus/xalan-2.7.1/blob/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ref/DTMDefaultBaseTraversers.java#L66-L92,https://raw.githubusercontent.com/JavaQualitasCorpus/xalan-2.7.1/13cf15013547bd021da175c2289737cf57b31c4c/src/org/apache/xml/dtm/ref/DTMDefaultBaseTraversers.java#L66-L92
